Downloaded from wid.world on 16-11-2025 at 02:43:01
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1820;0.234
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1821;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1822;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1823;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1824;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1825;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1826;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1827;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1828;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1829;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1830;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1831;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1832;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1833;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1834;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1835;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1836;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1837;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1838;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1839;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1840;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1841;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1842;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1843;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1844;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1845;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1846;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1847;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1848;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1849;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1850;0.2372
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1851;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1852;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1853;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1854;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1855;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1856;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1857;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1858;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1859;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1860;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1861;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1862;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1863;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1864;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1865;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1866;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1867;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1868;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1869;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1870;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1871;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1872;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1873;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1874;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1875;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1876;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1877;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1878;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1879;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1880;0.2456
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1881;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1882;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1883;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1884;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1885;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1886;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1887;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1888;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1889;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1890;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1891;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1892;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1893;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1894;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1895;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1896;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1897;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1898;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1899;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1900;0.2438
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1901;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1902;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1903;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1904;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1905;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1906;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1907;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1908;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1909;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1910;0.2542
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1911;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1912;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1913;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1914;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1915;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1916;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1917;
Latin America (PPP) ;"sptinc_p99p100_z_XL-PPP
Pre-tax national income 
Top 1% | share
";p99p100;1918;
